,Processed Title,Success,overall_polarity_char_1,overall_polarity_char_2,overall_polarity_char_3,overall_polarity_char_4,overall_polarity_char_5,polarity_of_mentions_char_1,polarity_of_mentions_char_2,polarity_of_mentions_char_3,polarity_of_mentions_char_4,polarity_of_mentions_char_5,neg_polarity_of_mentions_char_1,neg_polarity_of_mentions_char_2,neg_polarity_of_mentions_char_3,neg_polarity_of_mentions_char_4,neg_polarity_of_mentions_char_5,pos_polarity_of_mentions_char_1,pos_polarity_of_mentions_char_2,pos_polarity_of_mentions_char_3,pos_polarity_of_mentions_char_4,pos_polarity_of_mentions_char_5,compound_polarity_of_mentions_char_1,compound_polarity_of_mentions_char_2,compound_polarity_of_mentions_char_3,compound_polarity_of_mentions_char_4,compound_polarity_of_mentions_char_5,tot_pass_sents,tot_sents,passive_ratio,tot_coref_sents,pct_coref_sents,num_sents_char_1,num_sents_char_2,num_sents_char_3,num_sents_char_4,num_sents_char_5,n_coref_sents_char_1,n_coref_sents_char_2,n_coref_sents_char_3,n_coref_sents_char_4,n_coref_sents_char_5
Whiteout,Whiteout,0,-0.9995,0.9872,-0.9609,-0.9408,-0.8398,"{'neg': 0.151, 'neu': 0.752, 'pos': 0.097, 'compound': -1.0}","{'neg': 0.068, 'neu': 0.834, 'pos': 0.099, 'compound': 0.9984}","{'neg': 0.105, 'neu': 0.797, 'pos': 0.097, 'compound': -0.9885}","{'neg': 0.13, 'neu': 0.773, 'pos': 0.097, 'compound': -0.9408}","{'neg': 0.059, 'neu': 0.908, 'pos': 0.032, 'compound': -0.8398}",0.151,0.068,0.105,0.13,0.059,0.097,0.099,0.097,0.097,0.032,-1.0,0.9984,-0.9885,-0.9408,-0.8398,39,797,0.04893350062735257,45,0.056461731493099125,412,137,139,67,42,29,5,9,1,1
A Few Good Men,A-Few-Good-Men,1,0.976,0.9985,-0.9905,-0.8723,-0.8966,"{'neg': 0.106, 'neu': 0.777, 'pos': 0.116, 'compound': 0.9984}","{'neg': 0.079, 'neu': 0.802, 'pos': 0.119, 'compound': 0.9998}","{'neg': 0.111, 'neu': 0.791, 'pos': 0.098, 'compound': -0.9993}","{'neg': 0.121, 'neu': 0.751, 'pos': 0.128, 'compound': -0.9486}","{'neg': 0.089, 'neu': 0.825, 'pos': 0.085, 'compound': -0.983}",0.106,0.079,0.111,0.121,0.089,0.116,0.119,0.098,0.128,0.085,0.9984,0.9998,-0.9993,-0.9486,-0.983,109,1721,0.06333527019174898,122,0.07088901801278326,862,305,191,229,134,69,16,16,12,9
Bridesmaids,Bridesmaids,1,1.0,0.9997,0.9999,0.9939,0.9851,"{'neg': 0.098, 'neu': 0.704, 'pos': 0.197, 'compound': 1.0}","{'neg': 0.074, 'neu': 0.748, 'pos': 0.178, 'compound': 0.9999}","{'neg': 0.031, 'neu': 0.789, 'pos': 0.18, 'compound': 1.0}","{'neg': 0.089, 'neu': 0.781, 'pos': 0.13, 'compound': 0.9992}","{'neg': 0.059, 'neu': 0.843, 'pos': 0.097, 'compound': 0.9983}",0.098,0.074,0.031,0.089,0.059,0.197,0.178,0.18,0.13,0.097,1.0,0.9999,1.0,0.9992,0.9983,53,2118,0.02502360717658168,237,0.11189801699716714,1149,318,332,200,119,71,53,70,14,29
The Reader,"Reader,-The",1,0.9987,-0.9457,-0.9948,0.4513,0.9942,"{'neg': 0.096, 'neu': 0.763, 'pos': 0.141, 'compound': 0.9987}","{'neg': 0.102, 'neu': 0.803, 'pos': 0.094, 'compound': -0.9816}","{'neg': 0.11, 'neu': 0.828, 'pos': 0.062, 'compound': -0.9987}","{'neg': 0.133, 'neu': 0.708, 'pos': 0.159, 'compound': 0.4513}","{'neg': 0.064, 'neu': 0.777, 'pos': 0.158, 'compound': 0.9985}",0.096,0.102,0.11,0.133,0.064,0.141,0.094,0.062,0.159,0.158,0.9987,-0.9816,-0.9987,0.4513,0.9985,27,744,0.036290322580645164,17,0.0228494623655914,323,168,98,76,79,5,3,5,1,3
Source Code,Source-Code,1,-0.9999,0.9969,-0.9983,-0.9732,-0.9834,"{'neg': 0.12, 'neu': 0.815, 'pos': 0.065, 'compound': -1.0}","{'neg': 0.079, 'neu': 0.811, 'pos': 0.11, 'compound': 0.9996}","{'neg': 0.114, 'neu': 0.801, 'pos': 0.085, 'compound': -0.9996}","{'neg': 0.127, 'neu': 0.758, 'pos': 0.115, 'compound': -0.9925}","{'neg': 0.08, 'neu': 0.882, 'pos': 0.038, 'compound': -0.9958}",0.12,0.079,0.114,0.127,0.08,0.065,0.11,0.085,0.115,0.038,-1.0,0.9996,-0.9996,-0.9925,-0.9958,82,2343,0.034997865983781476,185,0.07895860008536065,1126,427,435,233,122,76,29,35,26,19
Apocalypse Now,Apocalypse-Now,1,-0.9976,-0.9842,-0.9988,-0.9932,-0.9952,"{'neg': 0.116, 'neu': 0.784, 'pos': 0.1, 'compound': -0.9997}","{'neg': 0.119, 'neu': 0.77, 'pos': 0.111, 'compound': -0.9957}","{'neg': 0.2, 'neu': 0.727, 'pos': 0.073, 'compound': -0.9988}","{'neg': 0.13, 'neu': 0.813, 'pos': 0.057, 'compound': -0.9932}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.116,0.119,0.2,0.13,0.0,0.1,0.111,0.073,0.057,0.0,-0.9997,-0.9957,-0.9988,-0.9932,0.0,36,839,0.04290822407628129,45,0.05363528009535161,437,136,76,72,118,37,6,1,1,0
42,42,1,0.9999,0.9975,0.9992,0.9968,0.8908,"{'neg': 0.085, 'neu': 0.767, 'pos': 0.148, 'compound': 1.0}","{'neg': 0.08, 'neu': 0.796, 'pos': 0.124, 'compound': 0.9997}","{'neg': 0.075, 'neu': 0.764, 'pos': 0.162, 'compound': 0.9998}","{'neg': 0.039, 'neu': 0.85, 'pos': 0.111, 'compound': 0.9996}","{'neg': 0.113, 'neu': 0.761, 'pos': 0.126, 'compound': 0.9587}",0.085,0.08,0.075,0.039,0.113,0.148,0.124,0.162,0.111,0.126,1.0,0.9997,0.9998,0.9996,0.9587,41,1354,0.030280649926144758,149,0.11004431314623338,564,361,216,135,78,62,26,27,24,10
Flight,Flight,1,0.9994,0.9978,0.9987,-0.9971,-0.9876,"{'neg': 0.129, 'neu': 0.711, 'pos': 0.16, 'compound': 0.9999}","{'neg': 0.076, 'neu': 0.786, 'pos': 0.139, 'compound': 0.9978}","{'neg': 0.07, 'neu': 0.782, 'pos': 0.147, 'compound': 0.9996}","{'neg': 0.136, 'neu': 0.786, 'pos': 0.078, 'compound': -0.9992}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.129,0.076,0.07,0.136,0.0,0.16,0.139,0.147,0.078,0.0,0.9999,0.9978,0.9996,-0.9992,0.0,45,1281,0.0351288056206089,84,0.06557377049180328,743,182,158,126,72,26,15,29,14,0
The Hunt for Red October,"Hunt-for-Red-October,-The",1,-0.9972,0.9087,-0.9921,-0.9837,0.5191,"{'neg': 0.096, 'neu': 0.832, 'pos': 0.071, 'compound': -0.9997}","{'neg': 0.087, 'neu': 0.816, 'pos': 0.098, 'compound': 0.9835}","{'neg': 0.08, 'neu': 0.874, 'pos': 0.046, 'compound': -0.999}","{'neg': 0.07, 'neu': 0.879, 'pos': 0.051, 'compound': -0.9979}","{'neg': 0.057, 'neu': 0.87, 'pos': 0.073, 'compound': 0.5191}",0.096,0.087,0.08,0.07,0.057,0.071,0.098,0.046,0.051,0.073,-0.9997,0.9835,-0.999,-0.9979,0.5191,40,976,0.040983606557377046,88,0.09016393442622951,300,247,167,183,79,11,19,32,15,11
The Addams Family,"Addams-Family,-The",1,0.8239,-0.774,0.9861,0.848,-0.8225,"{'neg': 0.11, 'neu': 0.775, 'pos': 0.115, 'compound': 0.9561}","{'neg': 0.163, 'neu': 0.669, 'pos': 0.168, 'compound': -0.958}","{'neg': 0.084, 'neu': 0.705, 'pos': 0.212, 'compound': 0.9982}","{'neg': 0.063, 'neu': 0.846, 'pos': 0.091, 'compound': 0.848}","{'neg': 0.119, 'neu': 0.813, 'pos': 0.069, 'compound': -0.8662}",0.11,0.163,0.084,0.063,0.119,0.115,0.168,0.212,0.091,0.069,0.9561,-0.958,0.9982,0.848,-0.8662,10,344,0.029069767441860465,34,0.09883720930232558,101,93,50,63,37,8,15,3,3,5
Analyze This,Analyze-This,1,0.998,-0.9982,-0.9649,0.9651,-0.981,"{'neg': 0.117, 'neu': 0.742, 'pos': 0.141, 'compound': 0.9999}","{'neg': 0.151, 'neu': 0.703, 'pos': 0.146, 'compound': -0.9994}","{'neg': 0.147, 'neu': 0.72, 'pos': 0.133, 'compound': -0.995}","{'neg': 0.098, 'neu': 0.774, 'pos': 0.128, 'compound': 0.9928}","{'neg': 0.129, 'neu': 0.771, 'pos': 0.1, 'compound': -0.9947}",0.117,0.151,0.147,0.098,0.129,0.141,0.146,0.133,0.128,0.1,0.9999,-0.9994,-0.995,0.9928,-0.9947,56,1683,0.033273915626856804,59,0.035056446821152706,719,613,157,117,77,26,7,11,5,10
Se7en,Se7en,1,-0.9995,-0.9986,0.9947,-0.994,-0.9645,"{'neg': 0.143, 'neu': 0.743, 'pos': 0.114, 'compound': -0.9999}","{'neg': 0.145, 'neu': 0.725, 'pos': 0.13, 'compound': -0.9998}","{'neg': 0.093, 'neu': 0.746, 'pos': 0.161, 'compound': 0.9986}","{'neg': 0.166, 'neu': 0.721, 'pos': 0.113, 'compound': -0.9984}","{'neg': 0.093, 'neu': 0.85, 'pos': 0.056, 'compound': -0.9901}",0.143,0.145,0.093,0.166,0.093,0.114,0.13,0.161,0.113,0.056,-0.9999,-0.9998,0.9986,-0.9984,-0.9901,60,1367,0.043891733723482075,67,0.04901243599122165,570,513,119,99,66,19,21,11,8,8
Up in the Air,Up-in-the-Air,1,0.9997,0.9996,0.999,0.9976,0.9884,"{'neg': 0.092, 'neu': 0.773, 'pos': 0.134, 'compound': 1.0}","{'neg': 0.082, 'neu': 0.749, 'pos': 0.169, 'compound': 0.9999}","{'neg': 0.091, 'neu': 0.721, 'pos': 0.187, 'compound': 0.9998}","{'neg': 0.08, 'neu': 0.741, 'pos': 0.18, 'compound': 0.9994}","{'neg': 0.08, 'neu': 0.767, 'pos': 0.154, 'compound': 0.9884}",0.092,0.082,0.091,0.08,0.08,0.134,0.169,0.187,0.18,0.154,1.0,0.9999,0.9998,0.9994,0.9884,46,1384,0.033236994219653176,44,0.031791907514450865,748,288,175,109,64,13,5,5,13,8
Looper,Looper,1,-0.9995,-0.9986,-0.7336,-0.998,-0.9951,"{'neg': 0.105, 'neu': 0.825, 'pos': 0.07, 'compound': -1.0}","{'neg': 0.125, 'neu': 0.788, 'pos': 0.087, 'compound': -0.9996}","{'neg': 0.123, 'neu': 0.758, 'pos': 0.119, 'compound': -0.7336}","{'neg': 0.155, 'neu': 0.782, 'pos': 0.062, 'compound': -0.9995}","{'neg': 0.152, 'neu': 0.743, 'pos': 0.106, 'compound': -0.9951}",0.105,0.125,0.123,0.155,0.152,0.07,0.087,0.119,0.062,0.106,-1.0,-0.9996,-0.7336,-0.9995,-0.9951,31,1425,0.02175438596491228,130,0.0912280701754386,539,397,252,131,106,29,35,28,28,10
Midnight in Paris,Midnight-in-Paris,1,1.0,0.9995,0.9994,0.998,0.9957,"{'neg': 0.079, 'neu': 0.717, 'pos': 0.204, 'compound': 1.0}","{'neg': 0.086, 'neu': 0.746, 'pos': 0.168, 'compound': 0.9995}","{'neg': 0.077, 'neu': 0.74, 'pos': 0.184, 'compound': 0.9999}","{'neg': 0.168, 'neu': 0.594, 'pos': 0.238, 'compound': 0.9995}","{'neg': 0.078, 'neu': 0.764, 'pos': 0.158, 'compound': 0.9995}",0.079,0.086,0.077,0.168,0.078,0.204,0.168,0.184,0.238,0.158,1.0,0.9995,0.9999,0.9995,0.9995,40,839,0.04767580452920143,50,0.05959475566150179,381,198,124,73,63,25,14,4,2,5
Blow,Blow,1,0.9999,0.9976,-0.9735,0.997,0.989,"{'neg': 0.093, 'neu': 0.738, 'pos': 0.169, 'compound': 1.0}","{'neg': 0.128, 'neu': 0.7, 'pos': 0.172, 'compound': 0.9994}","{'neg': 0.107, 'neu': 0.805, 'pos': 0.087, 'compound': -0.9922}","{'neg': 0.069, 'neu': 0.712, 'pos': 0.219, 'compound': 0.9997}","{'neg': 0.134, 'neu': 0.676, 'pos': 0.19, 'compound': 0.9971}",0.093,0.128,0.107,0.069,0.134,0.169,0.172,0.087,0.219,0.19,1.0,0.9994,-0.9922,0.9997,0.9971,31,1436,0.02158774373259053,160,0.11142061281337047,848,281,110,91,106,61,44,17,14,24
Sicario,Sicario,1,0.9985,-0.9959,0.994,-0.9529,-0.7212,"{'neg': 0.083, 'neu': 0.758, 'pos': 0.159, 'compound': 0.9996}","{'neg': 0.114, 'neu': 0.806, 'pos': 0.08, 'compound': -0.9959}","{'neg': 0.08, 'neu': 0.81, 'pos': 0.11, 'compound': 0.9993}","{'neg': 0.109, 'neu': 0.804, 'pos': 0.087, 'compound': -0.9529}","{'neg': 0.083, 'neu': 0.844, 'pos': 0.074, 'compound': -0.878}",0.083,0.114,0.08,0.109,0.083,0.159,0.08,0.11,0.087,0.074,0.9996,-0.9959,0.9993,-0.9529,-0.878,34,892,0.03811659192825112,13,0.014573991031390135,263,272,188,135,34,2,1,7,1,2
Black Rain,Black-Rain,1,0.9971,-0.9812,-0.9597,-0.9701,-0.9938,"{'neg': 0.078, 'neu': 0.809, 'pos': 0.113, 'compound': 0.9998}","{'neg': 0.118, 'neu': 0.792, 'pos': 0.09, 'compound': -0.9986}","{'neg': 0.09, 'neu': 0.836, 'pos': 0.074, 'compound': -0.9965}","{'neg': 0.102, 'neu': 0.826, 'pos': 0.072, 'compound': -0.9979}","{'neg': 0.131, 'neu': 0.811, 'pos': 0.058, 'compound': -0.9996}",0.078,0.118,0.09,0.102,0.131,0.113,0.09,0.074,0.072,0.058,0.9998,-0.9986,-0.9965,-0.9979,-0.9996,36,900,0.04,161,0.17888888888888888,406,191,137,80,86,54,46,28,13,20
John Wick,John-Wick,1,0.9995,-0.5477,-0.9897,0.9544,0.9193,"{'neg': 0.085, 'neu': 0.672, 'pos': 0.242, 'compound': 0.9999}","{'neg': 0.166, 'neu': 0.658, 'pos': 0.176, 'compound': -0.8265}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.118, 'neu': 0.721, 'pos': 0.162, 'compound': 0.9746}",0.085,0.166,0.0,0.0,0.118,0.242,0.176,0.0,0.0,0.162,0.9999,-0.8265,0.0,0.0,0.9746,9,360,0.025,32,0.08888888888888889,205,65,36,32,22,13,13,0,0,6
Hanna,Hanna,1,0.5422,-0.9963,-0.5974,0.9916,-0.9551,"{'neg': 0.113, 'neu': 0.775, 'pos': 0.112, 'compound': 0.8783}","{'neg': 0.128, 'neu': 0.766, 'pos': 0.106, 'compound': -0.9998}","{'neg': 0.111, 'neu': 0.781, 'pos': 0.108, 'compound': -0.9482}","{'neg': 0.069, 'neu': 0.825, 'pos': 0.105, 'compound': 0.999}","{'neg': 0.092, 'neu': 0.843, 'pos': 0.065, 'compound': -0.9943}",0.113,0.128,0.111,0.069,0.092,0.112,0.106,0.108,0.105,0.065,0.8783,-0.9998,-0.9482,0.999,-0.9943,42,1309,0.03208556149732621,199,0.1520244461420932,464,328,262,162,93,49,51,45,30,24
Larry Crowne,Larry-Crowne,1,0.9976,0.9942,0.9972,0.8686,0.9948,"{'neg': 0.089, 'neu': 0.796, 'pos': 0.115, 'compound': 0.9976}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.089,0.0,0.0,0.0,0.0,0.115,0.0,0.0,0.0,0.0,0.9976,0.0,0.0,0.0,0.0,29,1111,0.026102610261026102,2,0.0018001800180018,401,387,157,76,90,2,0,0,0,0
Carrie,Carrie,1,0.9899,0.9954,-0.9935,0.991,-0.9979,"{'neg': 0.098, 'neu': 0.757, 'pos': 0.145, 'compound': 0.9977}","{'neg': 0.084, 'neu': 0.746, 'pos': 0.17, 'compound': 0.9954}","{'neg': 0.151, 'neu': 0.746, 'pos': 0.103, 'compound': -0.9983}","{'neg': 0.084, 'neu': 0.785, 'pos': 0.131, 'compound': 0.9989}","{'neg': 0.225, 'neu': 0.663, 'pos': 0.112, 'compound': -0.9994}",0.098,0.084,0.151,0.084,0.225,0.145,0.17,0.103,0.131,0.112,0.9977,0.9954,-0.9983,0.9989,-0.9994,19,723,0.02627939142461964,54,0.07468879668049792,217,152,111,145,98,9,5,12,24,4
Get on Up,Get-on-Up,1,0.9999,0.9463,0.9947,0.6402,0.7843,"{'neg': 0.068, 'neu': 0.798, 'pos': 0.134, 'compound': 1.0}","{'neg': 0.052, 'neu': 0.879, 'pos': 0.069, 'compound': 0.9463}","{'neg': 0.04, 'neu': 0.822, 'pos': 0.138, 'compound': 0.9988}","{'neg': 0.044, 'neu': 0.89, 'pos': 0.066, 'compound': 0.6402}","{'neg': 0.11, 'neu': 0.745, 'pos': 0.145, 'compound': 0.7843}",0.068,0.052,0.04,0.044,0.11,0.134,0.069,0.138,0.066,0.145,1.0,0.9463,0.9988,0.6402,0.7843,36,1197,0.03007518796992481,58,0.04845446950710108,780,188,127,56,46,17,17,3,13,8
Virtuosity,Virtuosity,0,-0.9997,-0.9916,-0.9458,-0.8998,-0.9184,"{'neg': 0.169, 'neu': 0.743, 'pos': 0.088, 'compound': -1.0}","{'neg': 0.116, 'neu': 0.782, 'pos': 0.102, 'compound': -0.999}","{'neg': 0.104, 'neu': 0.806, 'pos': 0.09, 'compound': -0.9958}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.127, 'neu': 0.754, 'pos': 0.119, 'compound': -0.9184}",0.169,0.116,0.104,0.0,0.127,0.088,0.102,0.09,0.0,0.119,-1.0,-0.999,-0.9958,0.0,-0.9184,33,687,0.048034934497816595,54,0.07860262008733625,274,219,76,51,67,14,28,10,0,2
The Next Three Days,"Next-Three-Days,-The",1,0.9987,0.8638,0.6933,0.9796,-0.9662,"{'neg': 0.116, 'neu': 0.72, 'pos': 0.164, 'compound': 0.9999}","{'neg': 0.125, 'neu': 0.739, 'pos': 0.136, 'compound': 0.8638}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.176, 'neu': 0.747, 'pos': 0.077, 'compound': -0.9912}",0.116,0.125,0.0,0.0,0.176,0.164,0.136,0.0,0.0,0.077,0.9999,0.8638,0.0,0.0,-0.9912,12,713,0.016830294530154277,29,0.04067321178120617,421,174,55,40,23,17,6,0,0,6
Fright Night,Fright-Night,1,-0.9992,-0.9893,-0.9983,-0.9992,-0.9962,"{'neg': 0.142, 'neu': 0.738, 'pos': 0.12, 'compound': -0.9999}","{'neg': 0.142, 'neu': 0.739, 'pos': 0.119, 'compound': -0.9993}","{'neg': 0.156, 'neu': 0.733, 'pos': 0.111, 'compound': -0.9999}","{'neg': 0.165, 'neu': 0.735, 'pos': 0.101, 'compound': -0.9999}","{'neg': 0.144, 'neu': 0.749, 'pos': 0.107, 'compound': -0.9997}",0.142,0.142,0.156,0.165,0.144,0.12,0.119,0.111,0.101,0.107,-0.9999,-0.9993,-0.9999,-0.9999,-0.9997,45,1945,0.02313624678663239,449,0.2308483290488432,852,289,317,280,207,187,79,73,44,66
Eight Legged Freaks,Eight-Legged-Freaks,1,0.785,-0.9662,-0.9922,0.8568,-0.9792,"{'neg': 0.082, 'neu': 0.833, 'pos': 0.085, 'compound': 0.9598}","{'neg': 0.101, 'neu': 0.809, 'pos': 0.09, 'compound': -0.9898}","{'neg': 0.101, 'neu': 0.85, 'pos': 0.049, 'compound': -0.9922}","{'neg': 0.109, 'neu': 0.755, 'pos': 0.137, 'compound': 0.8568}","{'neg': 0.133, 'neu': 0.762, 'pos': 0.105, 'compound': -0.994}",0.082,0.101,0.101,0.109,0.133,0.085,0.09,0.049,0.137,0.105,0.9598,-0.9898,-0.9922,0.8568,-0.994,17,699,0.024320457796852647,30,0.04291845493562232,194,163,166,83,93,17,7,1,1,4
Antitrust,Antitrust,0,0.9995,0.9953,0.7715,0.9147,0.9238,"{'neg': 0.082, 'neu': 0.78, 'pos': 0.138, 'compound': 1.0}","{'neg': 0.077, 'neu': 0.798, 'pos': 0.125, 'compound': 0.9995}","{'neg': 0.104, 'neu': 0.796, 'pos': 0.1, 'compound': -0.5767}","{'neg': 0.088, 'neu': 0.805, 'pos': 0.106, 'compound': 0.9698}","{'neg': 0.074, 'neu': 0.823, 'pos': 0.103, 'compound': 0.9892}",0.082,0.077,0.104,0.088,0.074,0.138,0.125,0.1,0.106,0.103,1.0,0.9995,-0.5767,0.9698,0.9892,35,1041,0.03362151777137368,68,0.06532180595581172,530,195,143,125,48,23,13,16,10,6
The Imaginarium of Doctor Parnassus,"Imaginarium-of-Doctor-Parnassus,-The",1,-0.9608,0.9995,-0.9692,0.9956,-0.9392,"{'neg': 0.169, 'neu': 0.669, 'pos': 0.163, 'compound': -0.987}","{'neg': 0.126, 'neu': 0.671, 'pos': 0.203, 'compound': 0.9995}","{'neg': 0.1, 'neu': 0.822, 'pos': 0.078, 'compound': -0.9908}","{'neg': 0.111, 'neu': 0.705, 'pos': 0.184, 'compound': 0.9988}","{'neg': 0.144, 'neu': 0.735, 'pos': 0.121, 'compound': -0.98}",0.169,0.126,0.1,0.111,0.144,0.163,0.203,0.078,0.184,0.121,-0.987,0.9995,-0.9908,0.9988,-0.98,36,962,0.037422037422037424,47,0.04885654885654886,224,305,177,151,105,15,10,9,9,4
Machine Gun Preacher,Machine-Gun-Preacher,0,0.9949,-0.9468,0.9822,0.9973,0.9933,"{'neg': 0.087, 'neu': 0.808, 'pos': 0.105, 'compound': 0.9997}","{'neg': 0.109, 'neu': 0.8, 'pos': 0.091, 'compound': -0.9468}","{'neg': 0.039, 'neu': 0.871, 'pos': 0.09, 'compound': 0.9954}","{'neg': 0.064, 'neu': 0.759, 'pos': 0.177, 'compound': 0.9993}","{'neg': 0.018, 'neu': 0.819, 'pos': 0.163, 'compound': 0.9933}",0.087,0.109,0.039,0.064,0.018,0.105,0.091,0.09,0.177,0.163,0.9997,-0.9468,0.9954,0.9993,0.9933,43,856,0.05023364485981308,53,0.06191588785046729,459,136,113,88,60,13,9,23,6,2
12 Monkeys,12-Monkeys,1,0.9935,0.6695,-0.9972,0.9486,-0.9636,"{'neg': 0.099, 'neu': 0.789, 'pos': 0.112, 'compound': 0.9935}","{'neg': 0.11, 'neu': 0.766, 'pos': 0.124, 'compound': 0.7816}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.105, 'neu': 0.829, 'pos': 0.065, 'compound': -0.9636}",0.099,0.11,0.0,0.0,0.105,0.112,0.124,0.0,0.0,0.065,0.9935,0.7816,0.0,0.0,-0.9636,54,1140,0.04736842105263158,18,0.015789473684210527,480,343,232,54,31,2,12,0,0,4
Confessions of a Dangerous Mind,Confessions-of-a-Dangerous-Mind,1,0.9998,0.9963,0.9921,0.8169,0.9831,"{'neg': 0.132, 'neu': 0.669, 'pos': 0.199, 'compound': 1.0}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.12, 'neu': 0.712, 'pos': 0.168, 'compound': 0.9979}","{'neg': 0.072, 'neu': 0.837, 'pos': 0.09, 'compound': 0.9326}","{'neg': 0.108, 'neu': 0.739, 'pos': 0.153, 'compound': 0.9831}",0.132,0.0,0.12,0.072,0.108,0.199,0.0,0.168,0.09,0.153,1.0,0.0,0.9979,0.9326,0.9831,42,1233,0.0340632603406326,21,0.0170316301703163,750,207,158,47,71,9,0,6,5,1
Mumford,Mumford,0,0.9996,0.9993,0.9958,-0.951,0.536,"{'neg': 0.112, 'neu': 0.744, 'pos': 0.145, 'compound': 1.0}","{'neg': 0.064, 'neu': 0.782, 'pos': 0.154, 'compound': 0.9993}","{'neg': 0.118, 'neu': 0.737, 'pos': 0.145, 'compound': 0.9958}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.112,0.064,0.118,0.0,0.0,0.145,0.154,0.145,0.0,0.0,1.0,0.9993,0.9958,0.0,0.0,55,1174,0.046848381601362864,41,0.03492333901192504,590,218,202,86,78,32,5,4,0,0
The Jacket,"Jacket,-The",0,-0.9996,-0.9987,0.9967,0.9551,-0.9501,"{'neg': 0.134, 'neu': 0.78, 'pos': 0.086, 'compound': -1.0}","{'neg': 0.159, 'neu': 0.751, 'pos': 0.09, 'compound': -0.9998}","{'neg': 0.057, 'neu': 0.819, 'pos': 0.124, 'compound': 0.9992}","{'neg': 0.086, 'neu': 0.805, 'pos': 0.109, 'compound': 0.9551}","{'neg': 0.118, 'neu': 0.775, 'pos': 0.106, 'compound': -0.9923}",0.134,0.159,0.057,0.086,0.118,0.086,0.09,0.124,0.109,0.106,-1.0,-0.9998,0.9992,0.9551,-0.9923,40,1157,0.03457216940363008,69,0.059636992221261884,546,199,160,165,87,33,12,9,10,5
Indiana Jones and the Temple of Doom,Indiana-Jones-and-the-Temple-of-Doom,1,-0.9974,0.9937,0.9783,-0.9054,-0.9296,"{'neg': 0.131, 'neu': 0.758, 'pos': 0.11, 'compound': -0.9974}","{'neg': 0.124, 'neu': 0.727, 'pos': 0.149, 'compound': 0.9937}","{'neg': 0.094, 'neu': 0.753, 'pos': 0.153, 'compound': 0.9783}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.131,0.124,0.094,0.0,0.0,0.11,0.149,0.153,0.0,0.0,-0.9974,0.9937,0.9783,0.0,0.0,38,794,0.04785894206549118,34,0.042821158690176324,353,274,97,46,24,25,2,7,0,0
Straight Outta Compton,Straight-Outta-Compton,1,-0.9991,-0.9993,0.9987,-0.9848,-0.9969,"{'neg': 0.169, 'neu': 0.696, 'pos': 0.134, 'compound': -0.9999}","{'neg': 0.171, 'neu': 0.693, 'pos': 0.136, 'compound': -1.0}","{'neg': 0.104, 'neu': 0.747, 'pos': 0.149, 'compound': 0.9998}","{'neg': 0.134, 'neu': 0.742, 'pos': 0.124, 'compound': -0.9989}","{'neg': 0.158, 'neu': 0.766, 'pos': 0.076, 'compound': -0.9998}",0.169,0.171,0.104,0.134,0.158,0.134,0.136,0.149,0.124,0.076,-0.9999,-1.0,0.9998,-0.9989,-0.9998,45,1253,0.035913806863527534,120,0.09577015163607343,341,348,253,200,111,19,47,24,18,12
