,Processed Title,Release Date,Year,imdb_id,has_synopsis,has_plot,new_title
Allied,Allied,"Nov 23, 2016",2016,7044586,NO,YES,Allied
"I, Robot","I,-Robot","Jul 16, 2004",2004,0427788,NO,NO,"I,-Robot"
Stuart Little,Stuart-Little,"Dec 17, 1999",1999,0401804,NO,YES,Stuart-Little
The Princess and the Frog,"Princess-and-the-Frog,-The","Nov 25, 2009",2009,1567040,NO,NO,"Princess-and-the-Frog,-The"
"10,000 B.C.","10,000-B.C.","Mar 7, 2008",2008,0443649,YES,YES,"10,000-B.C."
Ice Age: Collision Course,Ice-Age-Collision-Course,"Jul 22, 2016",2016,7048142,NO,NO,Ice-Age-Collision-Course
Town & Country,Town-&-Country,"Apr 27, 2001",2001,7255418,NO,NO,Town-&-Country
Kingsman: The Golden Circle,Kingsman-The-Golden-Circle,"Sep 22, 2017",2017,7629950,NO,NO,Kingsman-The-Golden-Circle
Gone in 60 Seconds,Gone-in-60-Seconds,"Jun 9, 2000",2000,0315906,NO,NO,Gone-in-60-Seconds
Gladiator,Gladiator,"May 5, 2000",2000,0362702,NO,YES,Gladiator
The Hangover 3,"Hangover-3,-The","May 23, 2013",2013,2962298,NO,NO,"Hangover-3,-The"
A Wrinkle in Time,A-Wrinkle-in-Time,"Mar 9, 2018",2018,8114794,NO,NO,A-Wrinkle-in-Time
Public Enemies,Public-Enemies,"Jul 1, 2009",2009,1398941,YES,YES,Public-Enemies
Casino Royale,Casino-Royale,"Nov 17, 2006",2006,0949836,NO,NO,Casino-Royale
Minority Report,Minority-Report,"Jun 21, 2002",2002,0493716,NO,NO,Minority-Report
Bumblebee,Bumblebee,"Dec 21, 2018",2018,9401716,NO,YES,Bumblebee
Cloud Atlas,Cloud-Atlas,"Oct 26, 2012",2012,2916380,NO,NO,Cloud-Atlas
Harry Potter and the Chamber of Secrets,Harry-Potter-and-the-Chamber-of-Secrets,"Nov 15, 2002",2002,1454622,NO,YES,Harry-Potter-and-the-Chamber-of-Secrets
Terminator 2: Judgment Day,Terminator-2-Judgment-Day,"Jul 2, 1991",1991,0271049,NO,YES,Terminator-2-Judgment-Day
Batman Forever,Batman-Forever,"Jun 16, 1995",1995,0486464,NO,NO,Batman-Forever
Planet of the Apes,Planet-of-the-Apes,"Jul 27, 2001",2001,0293514,NO,YES,Planet-of-the-Apes
National Treasure,National-Treasure,"Nov 19, 2004",2004,3903460,NO,NO,National-Treasure
Django Unchained,Django-Unchained,"Dec 25, 2012",2012,2604388,NO,YES,Django-Unchained
Little Fockers,Little-Fockers,"Dec 22, 2010",2010,2135225,NO,NO,Little-Fockers
True Lies,True-Lies,"Jul 15, 1994",1994,0899196,NO,YES,True-Lies
American Gangster,American-Gangster,"Nov 2, 2007",2007,1100941,NO,NO,American-Gangster
Cloudy with a Chance of Meatballs,Cloudy-with-a-Chance-of-Meatballs,"Sep 18, 2009",2009,2265931,NO,NO,Cloudy-with-a-Chance-of-Meatballs
The Other Guys,"Other-Guys,-The","Aug 6, 2010",2010,1721102,NO,YES,"Other-Guys,-The"
Lemony Snicket's A Series of Unfortunate Events,Lemony-Snicket's-A-Series-of-Unfortunate-Events,"Dec 17, 2004",2004,7353542,NO,NO,Lemony-Snicket's-A-Series-of-Unfortunate-Events
The Wolf of Wall Street,"Wolf-of-Wall-Street,-The","Dec 25, 2013",2013,4151746,NO,NO,"Wolf-of-Wall-Street,-The"
Epic,Epic,"May 24, 2013",2013,2817304,NO,NO,Epic
Eraser,Eraser,"Jun 21, 1996",1996,0117157,NO,YES,Eraser
The Hunchback of Notre Dame,"Hunchback-of-Notre-Dame,-The","Jun 21, 1996",1996,0241545,NO,NO,"Hunchback-of-Notre-Dame,-The"
The Emperor's New Groove,"Emperor's-New-Groove,-The","Dec 15, 2000",2000,7245660,NO,NO,"Emperor's-New-Groove,-The"
The Expendables 2,"Expendables-2,-The","Aug 17, 2012",2012,2323064,NO,NO,"Expendables-2,-The"
Where the Wild Things Are,Where-the-Wild-Things-Are,"Oct 16, 2009",2009,1383797,NO,YES,Where-the-Wild-Things-Are
Eragon,Eragon,"Dec 15, 2006",2006,0933988,NO,YES,Eragon
Hercules,Hercules,"Jul 25, 2014",2014,1043726,YES,YES,Hercules
The Tourist,"Tourist,-The","Dec 10, 2010",2010,1625056,NO,YES,"Tourist,-The"
End of Days,End-of-Days,"Nov 24, 1999",1999,0701666,NO,NO,End-of-Days
The Stepford Wives,"Stepford-Wives,-The","Jun 11, 2004",2004,0477811,NO,NO,"Stepford-Wives,-The"
Surf's Up,Surf's-Up,"Jun 8, 2007",2007,1509541,NO,NO,Surf's-Up
Blood Diamond,Blood-Diamond,"Dec 8, 2006",2006,0913360,NO,NO,Blood-Diamond
Legend of the Guardians: The Owls of Ga'Hoole,Legend-of-the-Guardians-The-Owls-of-Ga'Hoole,"Sep 24, 2010",2010,1745270,NO,NO,Legend-of-the-Guardians-The-Owls-of-Ga'Hoole
Starship Troopers,Starship-Troopers,"Nov 7, 1997",1997,0120201,YES,YES,Starship-Troopers
Land of the Lost,Land-of-the-Lost,"Jun 5, 2009",2009,1520582,NO,NO,Land-of-the-Lost
Peter Pan,Peter-Pan,"Dec 25, 2003",2003,0827506,NO,NO,Peter-Pan
Catwoman,Catwoman,"Jul 23, 2004",2004,0418592,NO,YES,Catwoman
The Expendables 3,"Expendables-3,-The","Aug 15, 2014",2014,5693012,NO,NO,"Expendables-3,-The"
Treasure Planet,Treasure-Planet,"Nov 27, 2002",2002,0356143,NO,YES,Treasure-Planet
Green Zone,Green-Zone,"Mar 12, 2010",2010,5288322,NO,NO,Green-Zone
Geostorm,Geostorm,"Oct 20, 2017",2017,8042682,NO,YES,Geostorm
Wonder Park,Wonder-Park,"Mar 15, 2019",2019,7714560,NO,NO,Wonder-Park
Point Break,Point-Break,"Dec 25, 2015",2015,5304420,NO,NO,Point-Break
In the Heart of the Sea,In-the-Heart-of-the-Sea,"Dec 11, 2015",2015,5080842,NO,NO,In-the-Heart-of-the-Sea
Transcendence,Transcendence,"Apr 18, 2014",2014,7223330,NO,NO,Transcendence
Son of the Mask,Son-of-the-Mask,"Feb 18, 2005",2005,0454525,NO,NO,Son-of-the-Mask
Mortal Engines,Mortal-Engines,"Dec 14, 2018",2018,9239884,NO,YES,Mortal-Engines
The Adventures of Pluto Nash,"Adventures-of-Pluto-Nash,-The","Aug 16, 2002",2002,0180052,YES,YES,"Adventures-of-Pluto-Nash,-The"
Jin lÃ­ng shÃ­ san chai,Jin-lÃ­ng-shÃ­-san-chai,"Jan 20, 2012",2012,NO ID FOUND,NO,NO,Jin-lÃ­ng-shÃ­-san-chai
The Peanuts Movie,"Peanuts-Movie,-The","Nov 6, 2015",2015,5208342,NO,NO,"Peanuts-Movie,-The"
The LEGO Movie 2: The Second Part,"LEGO-Movie-2-The-Second-Part,-The","Feb 8, 2019",2019,9768826,NO,NO,"LEGO-Movie-2-The-Second-Part,-The"
Robin Hood,Robin-Hood,"Nov 21, 2018",2018,7052244,NO,YES,Robin-Hood
The Mummy Returns,"Mummy-Returns,-The","May 4, 2001",2001,0781054,NO,YES,"Mummy-Returns,-The"
Gangs of New York,Gangs-of-New-York,"Dec 20, 2002",2002,0425591,NO,YES,Gangs-of-New-York
Alien: Covenant,Alien-Covenant,"May 19, 2017",2017,7309938,NO,YES,Alien-Covenant
Cinderella,Cinderella,"Mar 13, 2015",2015,5297966,NO,NO,Cinderella
Ice Age: Continental Drift,Ice-Age-Continental-Drift,"Jul 13, 2012",2012,2249372,NO,NO,Ice-Age-Continental-Drift
Black Hawk Down,Black-Hawk-Down,"Dec 28, 2001",2001,5200568,NO,YES,Black-Hawk-Down
Sex and the City 2,Sex-and-the-City-2,"May 27, 2010",2010,1930074,NO,NO,Sex-and-the-City-2
Percy Jackson & the Olympians: The Lightning Thief,Percy-Jackson-&-the-Olympians-The-Lightning-Thief,"Feb 12, 2010",2010,8936944,NO,YES,Percy-Jackson-&-the-Olympians-The-Lightning-Thief
The Campaign,"Campaign,-The","Aug 10, 2012",2012,2418210,NO,YES,"Campaign,-The"
Unstoppable,Unstoppable,"Nov 12, 2010",2010,2265962,NO,NO,Unstoppable
The Fifth Element,"Fifth-Element,-The","May 9, 1997",1997,6173342,NO,NO,"Fifth-Element,-The"
The Road to El Dorado,"Road-to-El-Dorado,-The","Mar 31, 2000",2000,0594943,NO,NO,"Road-to-El-Dorado,-The"
The Lovely Bones,"Lovely-Bones,-The","Dec 11, 2009",2009,1567031,NO,NO,"Lovely-Bones,-The"
Ben-Hur,Ben-Hur,"Aug 19, 2016",2016,5582876,NO,YES,Ben-Hur
Seventh Son,Seventh-Son,"Feb 6, 2015",2015,7041150,NO,NO,Seventh-Son
Finding Nemo,Finding-Nemo,"May 30, 2003",2003,1248974,NO,YES,Finding-Nemo
The Lord of the Rings: The Return of the King,"Lord-of-the-Rings-The-Return-of-the-King,-The","Dec 17, 2003",2003,0405185,NO,YES,"Lord-of-the-Rings-The-Return-of-the-King,-The"
The Lord of the Rings: The Two Towers,"Lord-of-the-Rings-The-Two-Towers,-The","Dec 18, 2002",2002,7803208,NO,YES,"Lord-of-the-Rings-The-Two-Towers,-The"
Lara Croft: Tomb Raider,Lara-Croft-Tomb-Raider,"Jun 15, 2001",2001,0393886,NO,NO,Lara-Croft-Tomb-Raider
Kingsman: The Secret Service,Kingsman-The-Secret-Service,"Feb 13, 2015",2015,5026378,NO,YES,Kingsman-The-Secret-Service
Jurassic Park III,Jurassic-Park-III,"Jul 18, 2001",2001,0386293,NO,NO,Jurassic-Park-III
Rise of the Planet of the Apes,Rise-of-the-Planet-of-the-Apes,"Aug 5, 2011",2011,2305451,NO,NO,Rise-of-the-Planet-of-the-Apes
The Spiderwick Chronicles,"Spiderwick-Chronicles,-The","Feb 14, 2008",2008,1188946,NO,NO,"Spiderwick-Chronicles,-The"
The Incredibles,"Incredibles,-The","Nov 5, 2004",2004,0433576,NO,YES,"Incredibles,-The"
A Good Day to Die Hard,A-Good-Day-to-Die-Hard,"Feb 14, 2013",2013,4205768,NO,NO,A-Good-Day-to-Die-Hard
The Alamo,"Alamo,-The","Apr 9, 2004",2004,5138732,NO,NO,"Alamo,-The"
Cutthroat Island,Cutthroat-Island,"Dec 22, 1995",1995,6149536,NO,NO,Cutthroat-Island
The Secret Life of Walter Mitty,"Secret-Life-of-Walter-Mitty,-The","Dec 25, 2013",2013,7041472,NO,NO,"Secret-Life-of-Walter-Mitty,-The"
Jumanji: Welcome to the Jungle,Jumanji-Welcome-to-the-Jungle,"Dec 20, 2017",2017,7768994,NO,YES,Jumanji-Welcome-to-the-Jungle
Men in Black,Men-in-Black,"Jul 1, 1997",1997,0127385,NO,YES,Men-in-Black
Toy Story 2,Toy-Story-2,"Nov 19, 1999",1999,0701666,NO,NO,Toy-Story-2
Rush Hour 2,Rush-Hour-2,"Aug 3, 2001",2001,5428800,NO,YES,Rush-Hour-2
Sherlock Holmes,Sherlock-Holmes,"Dec 25, 2009",2009,0988045,YES,YES,Sherlock-Holmes
Ice Age: Dawn of the Dinosaurs,Ice-Age-Dawn-of-the-Dinosaurs,"Jul 1, 2009",2009,3012100,NO,NO,Ice-Age-Dawn-of-the-Dinosaurs
Spider-Man: Into The Spider-Verse 3D,Spider-Man-Into-The-Spider-Verse-3D,"Dec 14, 2018",2018,4633694,YES,YES,Spider-Man-Into-The-Spider-Verse-3D
What Lies Beneath,What-Lies-Beneath,"Jul 21, 2000",2000,0161081,YES,YES,What-Lies-Beneath
Rio,Rio,"Apr 15, 2011",2011,2637736,NO,NO,Rio
The Departed,"Departed,-The","Oct 6, 2006",2006,0427229,YES,YES,"Departed,-The"
Charlie's Angels,Charlie's-Angels,"Nov 3, 2000",2000,5664942,NO,NO,Charlie's-Angels
Mulan,Mulan,"Jun 19, 1998",1998,0180798,NO,YES,Mulan
Tropic Thunder,Tropic-Thunder,"Aug 13, 2008",2008,3011292,NO,NO,Tropic-Thunder
The Girl with the Dragon Tattoo,"Girl-with-the-Dragon-Tattoo,-The","Dec 20, 2011",2011,2149197,NO,NO,"Girl-with-the-Dragon-Tattoo,-The"
Contact,Contact,"Jul 11, 1997",1997,0181026,NO,YES,Contact
You Don't Mess With the Zohan,You-Don't-Mess-With-the-Zohan,"Jun 6, 2008",2008,3066130,NO,NO,You-Don't-Mess-With-the-Zohan
Die Hard: With a Vengeance,Die-Hard-With-a-Vengeance,"May 19, 1995",1995,5247302,NO,YES,Die-Hard-With-a-Vengeance
The Magnificent Seven,"Magnificent-Seven,-The","Sep 23, 2016",2016,6385102,NO,YES,"Magnificent-Seven,-The"
Alvin and the Chipmunks: The Road Chip,Alvin-and-the-Chipmunks-The-Road-Chip,"Dec 18, 2015",2015,5285634,NO,NO,Alvin-and-the-Chipmunks-The-Road-Chip
Atlantis: The Lost Empire,Atlantis-The-Lost-Empire,"Jun 8, 2001",2001,6523850,NO,YES,Atlantis-The-Lost-Empire
Valkyrie,Valkyrie,"Dec 25, 2008",2008,1336016,NO,NO,Valkyrie
Pixels,Pixels,"Jul 24, 2015",2015,5667530,NO,YES,Pixels
Artificial Intelligence: AI,Artificial-Intelligence-AI,"Jun 29, 2001",2001,0212720,YES,YES,Artificial-Intelligence-AI
The Haunted Mansion,"Haunted-Mansion,-The","Nov 26, 2003",2003,0399128,NO,YES,"Haunted-Mansion,-The"
Hollow Man,Hollow-Man,"Aug 4, 2000",2000,0405017,NO,NO,Hollow-Man
The Interpreter,"Interpreter,-The","Apr 22, 2005",2005,0594926,NO,NO,"Interpreter,-The"
Percy Jackson: Sea of Monsters,Percy-Jackson-Sea-of-Monsters,"Aug 7, 2013",2013,3334538,NO,NO,Percy-Jackson-Sea-of-Monsters
Lara Croft: Tomb Raider: The Cradle of Life,Lara-Croft-Tomb-Raider-The-Cradle-of-Life,"Jul 25, 2003",2003,0325703,YES,YES,Lara-Croft-Tomb-Raider-The-Cradle-of-Life
Now You See Me 2,Now-You-See-Me-2,"Jun 10, 2016",2016,6043884,NO,NO,Now-You-See-Me-2
Spy Game,Spy-Game,"Nov 21, 2001",2001,3308118,NO,NO,Spy-Game
The Saint,"Saint,-The","Apr 4, 1997",1997,3463178,NO,YES,"Saint,-The"
Mission to Mars,Mission-to-Mars,"Mar 10, 2000",2000,0183523,YES,YES,Mission-to-Mars
Tomb Raider,Tomb-Raider,"Mar 16, 2018",2018,7906200,NO,NO,Tomb-Raider
Bicentennial Man,Bicentennial-Man,"Dec 17, 1999",1999,0701669,NO,NO,Bicentennial-Man
King Arthur,King-Arthur,"Jul 7, 2004",2004,2199909,NO,YES,King-Arthur
Volcano,Volcano,"Apr 25, 1997",1997,1562311,NO,NO,Volcano
The Devil's Own,"Devil's-Own,-The","Mar 26, 1997",1997,6173260,NO,NO,"Devil's-Own,-The"
K-19: The Widowmaker,K-19-The-Widowmaker,"Jul 19, 2002",2002,5302134,NO,YES,K-19-The-Widowmaker
Conan the Barbarian,Conan-the-Barbarian,"Aug 19, 2011",2011,1757713,NO,NO,Conan-the-Barbarian
The Three Musketeers,"Three-Musketeers,-The","Oct 21, 2011",2011,1509767,YES,YES,"Three-Musketeers,-The"
The Promise,"Promise,-The","Apr 21, 2017",2017,5061360,NO,YES,"Promise,-The"
The Nutcracker in 3D,"Nutcracker-in-3D,-The","Nov 24, 2010",2010,1041804,YES,YES,"Nutcracker-in-3D,-The"
Bright,Bright,"Dec 13, 2017",2017,7365594,NO,NO,Bright
Army of the Dead,Army-of-the-Dead,"Dec 31, 2019",2019,NO ID FOUND,NO,NO,Army-of-the-Dead
Twister,Twister,"May 10, 1996",1996,0117179,YES,YES,Twister
Cinderella Man,Cinderella-Man,"Jun 3, 2005",2005,2214428,NO,NO,Cinderella-Man
The Predator,"Predator,-The","Sep 14, 2018",2018,9108726,NO,NO,"Predator,-The"
Hannibal,Hannibal,"Feb 9, 2001",2001,0365739,NO,YES,Hannibal
Seabiscuit,Seabiscuit,"Jul 25, 2003",2003,0377121,NO,NO,Seabiscuit
Cast Away,Cast-Away,"Dec 22, 2000",2000,0244334,NO,YES,Cast-Away
Happy Feet,Happy-Feet,"Nov 17, 2006",2006,0918525,NO,YES,Happy-Feet
Ocean's Eleven,Ocean's-Eleven,"Dec 7, 2001",2001,0450069,NO,YES,Ocean's-Eleven
The Bourne Supremacy,"Bourne-Supremacy,-The","Jul 23, 2004",2004,5213946,NO,YES,"Bourne-Supremacy,-The"
Air Force One,Air-Force-One,"Jul 25, 1997",1997,5206596,NO,NO,Air-Force-One
Fast & Furious,Fast-&-Furious,"Apr 3, 2009",2009,1408199,NO,NO,Fast-&-Furious
Horton Hears a Who,Horton-Hears-a-Who,"Mar 14, 2008",2008,0451079,YES,YES,Horton-Hears-a-Who
Divergent,Divergent,"Mar 21, 2014",2014,3623260,NO,NO,Divergent
Hotel Transylvania,Hotel-Transylvania,"Sep 28, 2012",2012,2426028,NO,NO,Hotel-Transylvania
Enchanted,Enchanted,"Nov 21, 2007",2007,6453466,NO,NO,Enchanted
Safe House,Safe-House,"Feb 10, 2012",2012,2381304,NO,YES,Safe-House
I Now Pronounce You Chuck and Larry,I-Now-Pronounce-You-Chuck-and-Larry,"Jul 20, 2007",2007,0762107,YES,YES,I-Now-Pronounce-You-Chuck-and-Larry
Ocean's Thirteen,Ocean's-Thirteen,"Jun 8, 2007",2007,1004457,NO,NO,Ocean's-Thirteen
It's Complicated,It's-Complicated,"Dec 25, 2009",2009,1230414,YES,YES,It's-Complicated
Enemy of the State,Enemy-of-the-State,"Nov 20, 1998",1998,0120660,YES,YES,Enemy-of-the-State
Open Season,Open-Season,"Sep 29, 2006",2006,0843867,NO,YES,Open-Season
Tower Heist,Tower-Heist,"Nov 4, 2011",2011,3006392,NO,NO,Tower-Heist
102 Dalmatians,102-Dalmatians,"Nov 22, 2000",2000,0272423,NO,YES,102-Dalmatians
Mirror Mirror,Mirror-Mirror,"Mar 30, 2012",2012,2460762,NO,YES,Mirror-Mirror
The Holiday,"Holiday,-The","Dec 8, 2006",2006,1673544,NO,NO,"Holiday,-The"
The Fast and the Furious: Tokyo Drift,"Fast-and-the-Furious-Tokyo-Drift,-The","Jun 16, 2006",2006,0878117,NO,YES,"Fast-and-the-Furious-Tokyo-Drift,-The"
Memoirs of a Geisha,Memoirs-of-a-Geisha,"Dec 9, 2005",2005,0972396,NO,NO,Memoirs-of-a-Geisha
Enemy at the Gates,Enemy-at-the-Gates,"Mar 16, 2001",2001,0367884,NO,NO,Enemy-at-the-Gates
Last Action Hero,Last-Action-Hero,"Jun 18, 1993",1993,6469114,NO,YES,Last-Action-Hero
The Rundown,"Rundown,-The","Sep 26, 2003",2003,7331578,NO,NO,"Rundown,-The"
Arthur Christmas,Arthur-Christmas,"Nov 23, 2011",2011,2692788,NO,NO,Arthur-Christmas
xXx: Return of Xander Cage,xXx-Return-of-Xander-Cage,"Jan 20, 2017",2017,7048882,NO,NO,xXx-Return-of-Xander-Cage
Meet Joe Black,Meet-Joe-Black,"Nov 13, 1998",1998,6176174,NO,NO,Meet-Joe-Black
Cats & Dogs: The Revenge of Kitty Galore,Cats-&-Dogs-The-Revenge-of-Kitty-Galore,"Jul 30, 2010",2010,3022248,NO,NO,Cats-&-Dogs-The-Revenge-of-Kitty-Galore
Collateral Damage,Collateral-Damage,"Feb 8, 2002",2002,0710443,NO,YES,Collateral-Damage
Showtime,Showtime,"Mar 15, 2002",2002,1865500,NO,NO,Showtime
Judge Dredd,Judge-Dredd,"Jun 30, 1995",1995,8851310,NO,YES,Judge-Dredd
Zodiac,Zodiac,"Mar 2, 2007",2007,1098227,NO,YES,Zodiac
Scott Pilgrim vs. The World,Scott-Pilgrim-vs.-The-World,"Aug 13, 2010",2010,1628764,NO,YES,Scott-Pilgrim-vs.-The-World
The Core,"Core,-The","Mar 28, 2003",2003,0374864,NO,NO,"Core,-The"
Father's Day,Father's-Day,"May 9, 1997",1997,0119109,NO,YES,Father's-Day
Shazam!,Shazam!,"Apr 5, 2019",2019,10027346,NO,NO,Shazam!
The Greatest Showman,"Greatest-Showman,-The","Dec 20, 2017",2017,9313612,NO,YES,"Greatest-Showman,-The"
Scooby-Doo,Scooby-Doo,"Jun 14, 2002",2002,0306274,NO,YES,Scooby-Doo
Nutty Professor II: The Klumps,Nutty-Professor-II-The-Klumps,"Jul 28, 2000",2000,0361014,NO,NO,Nutty-Professor-II-The-Klumps
RED 2,RED-2,"Jul 19, 2013",2013,3052174,NO,NO,RED-2
Click,Click,"Jun 23, 2006",2006,1372241,NO,YES,Click
Charlotte's Web,Charlotte's-Web,"Dec 15, 2006",2006,2135161,NO,NO,Charlotte's-Web
Jumper,Jumper,"Feb 14, 2008",2008,1068282,NO,YES,Jumper
Hellboy II: The Golden Army,Hellboy-II-The-Golden-Army,"Jul 11, 2008",2008,1262132,NO,YES,Hellboy-II-The-Golden-Army
The Longest Yard,"Longest-Yard,-The","May 27, 2005",2005,8936822,NO,YES,"Longest-Yard,-The"
The Expendables,"Expendables,-The","Aug 13, 2010",2010,3022296,NO,NO,"Expendables,-The"
The 6th Day,"6th-Day,-The","Nov 17, 2000",2000,3309504,NO,NO,"6th-Day,-The"
Bruce Almighty,Bruce-Almighty,"May 23, 2003",2003,7331538,NO,NO,Bruce-Almighty
The Hunger Games,"Hunger-Games,-The","Mar 23, 2012",2012,2320329,NO,YES,"Hunger-Games,-The"
The Hangover Part II,"Hangover-Part-II,-The","May 26, 2011",2011,1930916,NO,YES,"Hangover-Part-II,-The"
Mission: Impossible,Mission-Impossible,"May 21, 1996",1996,0117060,YES,YES,Mission-Impossible
The Lego Batman Movie,"Lego-Batman-Movie,-The","Feb 10, 2017",2017,6583170,NO,NO,"Lego-Batman-Movie,-The"
Hotel Transylvania 2,Hotel-Transylvania-2,"Sep 25, 2015",2015,5126928,NO,YES,Hotel-Transylvania-2
Batman Returns,Batman-Returns,"Jun 18, 1992",1992,0290455,NO,YES,Batman-Returns
The Mummy,"Mummy,-The","May 7, 1999",1999,0143096,NO,YES,"Mummy,-The"
Over the Hedge,Over-the-Hedge,"May 19, 2006",2006,0826728,NO,NO,Over-the-Hedge
Lilo & Stitch,Lilo-&-Stitch,"Jun 21, 2002",2002,6456834,NO,YES,Lilo-&-Stitch
Deep Impact,Deep-Impact,"May 8, 1998",1998,1926099,NO,YES,Deep-Impact
Grown Ups 2,Grown-Ups-2,"Jul 12, 2013",2013,3052412,NO,NO,Grown-Ups-2
Alvin and the Chipmunks: Chipwrecked,Alvin-and-the-Chipmunks-Chipwrecked,"Dec 16, 2011",2011,3116176,NO,NO,Alvin-and-the-Chipmunks-Chipwrecked
Get Smart,Get-Smart,"Jun 20, 2008",2008,1018723,YES,YES,Get-Smart
Robots,Robots,"Mar 11, 2005",2005,0482870,NO,YES,Robots
Shutter Island,Shutter-Island,"Feb 19, 2010",2010,5445272,NO,YES,Shutter-Island
Something's Gotta Give,Something's-Gotta-Give,"Dec 12, 2003",2003,2135257,NO,NO,Something's-Gotta-Give
Four Christmases,Four-Christmases,"Nov 26, 2008",2008,4523434,NO,NO,Four-Christmases
Face/Off,Face/Off,"Jun 27, 1997",1997,0611034,NO,NO,FaceOff
Bedtime Stories,Bedtime-Stories,"Dec 25, 2008",2008,0960731,YES,YES,Bedtime-Stories
Road to Perdition,Road-to-Perdition,"Jul 12, 2002",2002,0338224,NO,YES,Road-to-Perdition
Just Go With It,Just-Go-With-It,"Feb 11, 2011",2011,1841341,NO,NO,Just-Go-With-It
Daredevil,Daredevil,"Feb 14, 2003",2003,0368909,NO,YES,Daredevil
Eagle Eye,Eagle-Eye,"Sep 26, 2008",2008,5252958,NO,YES,Eagle-Eye
Con Air,Con-Air,"Jun 6, 1997",1997,6166230,NO,NO,Con-Air
Yogi Bear,Yogi-Bear,"Dec 17, 2010",2010,2135298,NO,NO,Yogi-Bear
Cold Mountain,Cold-Mountain,"Dec 25, 2003",2003,0422541,NO,NO,Cold-Mountain
The Book of Eli,"Book-of-Eli,-The","Jan 15, 2010",2010,5206826,NO,YES,"Book-of-Eli,-The"
Flubber,Flubber,"Nov 26, 1997",1997,0432245,NO,NO,Flubber
The Haunting,"Haunting,-The","Jul 23, 1999",1999,0134119,YES,YES,"Haunting,-The"
Space Jam,Space-Jam,"Nov 15, 1996",1996,9115264,NO,NO,Space-Jam
Fury,Fury,"Oct 17, 2014",2014,4009938,NO,NO,Fury
Smallfoot,Smallfoot,"Sep 28, 2018",2018,9056720,NO,NO,Smallfoot
The Pink Panther,"Pink-Panther,-The","Feb 10, 2006",2006,0383216,NO,YES,"Pink-Panther,-The"
Zookeeper,Zookeeper,"Jul 8, 2011",2011,2281535,NO,YES,Zookeeper
The Day the Earth Stood Still,"Day-the-Earth-Stood-Still,-The","Dec 12, 2008",2008,1670866,NO,NO,"Day-the-Earth-Stood-Still,-The"
Conspiracy Theory,Conspiracy-Theory,"Aug 8, 1997",1997,1074304,NO,NO,Conspiracy-Theory
"Six Days, Seven Nights","Six-Days,-Seven-Nights","Jun 12, 1998",1998,0120828,NO,YES,"Six-Days,-Seven-Nights"
Spirit: Stallion of the Cimarron,Spirit-Stallion-of-the-Cimarron,"May 24, 2002",2002,0166813,YES,YES,Spirit-Stallion-of-the-Cimarron
Swordfish,Swordfish,"Jun 8, 2001",2001,5462444,NO,YES,Swordfish
Fantasia 2000 (Theatrical Release),Fantasia-2000-(Theatrical-Release),"Dec 31, 1999",1999,NO ID FOUND,NO,NO,Fantasia-2000-(Theatrical-Release)
Lost In Space,Lost-In-Space,"Apr 3, 1998",1998,0244630,NO,YES,Lost-In-Space
The Manchurian Candidate,"Manchurian-Candidate,-The","Jul 30, 2004",2004,5313622,NO,YES,"Manchurian-Candidate,-The"
DÃ©jÃ  Vu,DÃ©jÃ -Vu,"Nov 22, 2006",2006,NO ID FOUND,NO,NO,DÃ©jÃ -Vu
Bewitched,Bewitched,"Jun 24, 2005",2005,1430806,NO,NO,Bewitched
The Time Machine,"Time-Machine,-The","Mar 8, 2002",2002,0268695,YES,YES,"Time-Machine,-The"
What Dreams May Come,What-Dreams-May-Come,"Oct 2, 1998",1998,3525072,NO,YES,What-Dreams-May-Come
Mighty Joe Young,Mighty-Joe-Young,"Dec 25, 1998",1998,6176240,NO,NO,Mighty-Joe-Young
The Legend of Zorro,"Legend-of-Zorro,-The","Oct 28, 2005",2005,7353712,NO,NO,"Legend-of-Zorro,-The"
Little Nicky,Little-Nicky,"Nov 10, 2000",2000,0497067,NO,NO,Little-Nicky
Surrogates,Surrogates,"Sep 25, 2009",2009,1373240,NO,YES,Surrogates
Evolution,Evolution,"Jun 8, 2001",2001,NO ID FOUND,NO,NO,Evolution
The Brothers Grimm,"Brothers-Grimm,-The","Aug 26, 2005",2005,7353650,NO,NO,"Brothers-Grimm,-The"
Mars Attacks!,Mars-Attacks!,"Dec 13, 1996",1996,6165824,NO,NO,Mars-Attacks!
The Wild,"Wild,-The","Apr 14, 2006",2006,0463985,YES,YES,"Wild,-The"
Walking with Dinosaurs,Walking-with-Dinosaurs,"Dec 20, 2013",2013,1762399,NO,YES,Walking-with-Dinosaurs
Thirteen Days,Thirteen-Days,"Dec 22, 2000",2000,0787520,NO,NO,Thirteen-Days
Daylight,Daylight,"Dec 6, 1996",1996,6165804,NO,YES,Daylight
The Last Witch Hunter,"Last-Witch-Hunter,-The","Oct 23, 2015",2015,7040982,NO,NO,"Last-Witch-Hunter,-The"
Pompeii,Pompeii,"Feb 21, 2014",2014,3384904,NO,YES,Pompeii
Battlefield Earth: A Saga of the Year 3000,Battlefield-Earth-A-Saga-of-the-Year-3000,"May 12, 2000",2000,0185183,YES,YES,Battlefield-Earth-A-Saga-of-the-Year-3000
